gene size,replicate,genomes gt,genomes inf,runtime_phases_1-3,runtime_phase_4,total_runtime,alpha,gamma
600,3,19,5,0.8320711619999202,4.925275994999538,5.757347156999458,1.0,0.5
600,3,69,1,0.19469148099960876,12.22533370399833,12.42002518499794,1.0,0.25
600,4,22,1,0.14455559399721096,6.321512475002237,6.466068068999448,0.25,1.0
600,4,46,14,5.422646806000557,19.48974199299846,24.912388798999018,0.5,1.0
600,4,7,3,0.617468716998701,1.5946144310000818,2.212083147998783,1.0,1.0
600,4,45,2,0.28091900299841654,10.89603651500147,11.176955517999886,1.0,0.5
600,4,66,1,0.19754268399992725,18.972597219999443,19.17013990399937,1.0,0.25
600,5,42,3,0.4800983710010769,31.761958228998992,32.24205660000007,0.25,1.0
600,5,57,12,3.516954095000983,60.28678241599846,63.80373651099944,0.5,1.0
600,5,70,4,0.5046740280013182,8.444118501000048,8.948792529001366,1.0,1.0
600,5,38,2,0.32355133300006855,6.684694454001146,7.008245787001215,1.0,0.5
600,5,55,1,0.1923989620008797,10.007765883998218,10.200164845999097,1.0,0.25
650,1,5,1,0.14236847899883287,0.9919158790034999,1.1342843580023327,0.25,1.0
650,1,53,1,0.1728684580011759,20.81079354800022,20.983662006001396,0.5,1.0
650,1,29,2,0.2873732199986989,7.081387453999923,7.368760673998622,1.0,1.0
650,1,5,1,0.1615202290013258,1.4650013110003783,1.6265215400017041,1.0,0.5
650,1,5,4,0.9486533210001653,0.6120003489995725,1.5606536699997378,1.0,0.25
650,2,67,3,0.4275015130006068,24.91462726899772,25.342128781998326,0.25,1.0
650,2,23,4,0.6022921639996639,11.087839226998767,11.690131390998431,0.5,1.0
650,2,11,3,0.46653959499963094,1.7628278580014012,2.229367453001032,1.0,1.0
650,2,11,6,1.2320617340010358,1.8206641569995554,3.052725891000591,1.0,0.5
650,2,23,4,0.6394261399982497,6.299201395002456,6.938627535000705,1.0,0.25
650,3,25,11,3.880401572001574,6.823202485000365,10.70360405700194,0.25,1.0
650,3,55,1,0.17936544899930595,24.73885466700085,24.918220116000157,0.5,1.0
650,3,10,12,4.47405701200114,1.57878835199881,6.05284536399995,1.0,1.0
650,3,9,2,0.324353906999022,2.3342197029996896,2.6585736099987116,1.0,0.5
650,3,67,1,0.1750917280005524,28.451467014001537,28.62655874200209,1.0,0.25
650,4,7,5,1.5864230600018345,1.1588999870000407,2.7453230470018752,0.25,1.0
650,4,47,4,0.7838682319998043,9.617373736000445,10.40124196800025,0.5,1.0
650,4,30,2,0.32944541199685773,6.728195434003283,7.05764084600014,1.0,1.0
650,4,64,1,0.29075587600164,20.017077893000533,20.307833769002173,1.0,0.5
650,4,55,7,1.4323514149982657,22.89314461200047,24.325496026998735,1.0,0.25
650,5,49,4,0.5012599030014826,15.73753333899731,16.238793241998792,0.25,1.0
650,5,9,4,0.6906330279998656,1.6531327129996498,2.3437657409995154,0.5,1.0
650,5,15,10,2.6396057290003228,3.9193851159980113,6.558990844998334,1.0,1.0
650,5,52,1,0.176627639997605,21.710044705003384,21.88667234500099,1.0,0.5
